kreiskey1871,county1871,rbkey,lat_rad,lon_rad,kmwittenberg,zupreussen,hhsize,gpop,f_prot,f_jew,f_rw,f_miss,f_young,f_fem,f_ortsgeb,f_pruss,f_blind,f_deaf,f_dumb,f_urban,lnpop,lnkmb,poland,latlon,f_over3km,f_mine,inctaxpc,perc_secB,perc_secC,perc_secBnC,lnyteacher,rhs,yteacher,pop,kmb,uni1517,reichsstadt,hansestadt,f_cath,sh_al_in_tot,ncloisters1517_pkm2,school1517,dnpop1500
343,Olpe,27,89.06000519,13.69999981,344.3500061,1815,5.061161041,1.899776101,4.572038174,0.226178557,97.75999451,1.484303236,26.20440102,50.24718094,74.68092346,99.87721252,0.100164793,0.087240301,0.197098449,12.98911095,10.34009552,6.034380436,0,12.20121956,6.3560462,11.15661621,166.9440002,38.08078003,4.978110313,43.0588913,686.4758301,0,957.9143066,30948.98633,417.5400391,0,0,0,95.19532013,0.619047642,0.003236298,1,0
344,Siegen,27,88.80000305,14.01000023,338.1900024,1815,5.303318024,6.423243046,82.28140259,0.163937181,99.33167267,0.827940166,25.0405674,48.23600388,65.20851898,99.86450195,0.065240301,0.060221814,0.175646976,22.96458626,10.99840927,6.026107311,0,12.44088078,0.352661908,26.55361748,287.7991638,54.3691864,6.82901144,61.19820023,697.2446899,0,1066.829956,59778.97266,414.0999146,0,0,0,17.04611969,0.616666675,0,0,4.64E-05
345,Wittgenstein,27,89.09999847,14.65000057,307.269989,1815,4.920188904,-7.028423786,94.54241943,1.879832149,97.27574158,2.363561392,26.66632843,52.3371582,79.49871063,99.91409302,0.156652689,0.101066254,0.298145443,19.65738487,9.892881393,5.945786953,0,13.05315018,2.269080877,1.971721411,112.6799927,26.46257591,4.008302212,30.4708786,689.5682983,0,988.0003052,19788.99805,382.1399841,0,0,0,3.299813032,0.561403513,0,0,0
346,Stadt Kassel,28,89.56999969,16.57999992,224.7599945,1866,4.812493324,11.52042675,88.54197693,2.850489616,98.378479,0.619996846,17.57729912,49.43938828,44.82728958,95.24343872,0.056061063,0.025874335,0.172495574,100,10.74458027,5.703982353,0,14.8507061,0.464807451,0.05585124,NA,34.19081116,15.73690796,49.92772293,746.3114624,0,1742.567017,46377.98828,300.059967,0,0,0,8.329380035,1,0.21390374,0,0.002673797
347,Landkreis Kassel,28,89.56999969,16.57999992,224.7599945,1866,4.728663445,7.104179859,97.92214966,0.518200219,95.44875336,0.883778095,25.92012024,51.36754608,72.89433289,99.48432922,0.083417594,0.103640042,0.182002023,0,10.58557415,5.703982353,0,14.8507061,0.067340069,1.52819252,172.6118469,38.97183609,7.061303616,46.03314209,678.8329468,0,887.4298706,39560.01563,300.059967,0,0,0,1.225985885,0.547169805,0,0,0
348,Eschwege,28,89.34000397,17.55000114,193.5099945,1866,4.629417419,-3.136323452,95.10147858,3.743396759,93.91268158,2.201397181,25.82715988,52.84230042,79.38983154,99.39337158,0.116270259,0.144074008,0.300786078,26.31751823,10.58564949,5.614222527,0,15.67917061,0.253807098,0.388043404,228.4257355,34.77232742,6.899897099,41.67222214,686.4188232,0,957.3683472,39562.99609,274.3000488,0,0,0,1.041377068,0.527777791,0.007608468,0,0
349,Fritzlar,28,89.24000549,16.19000053,246.1699982,1866,4.637775421,-2.490508795,86.72325134,3.920728683,93.71750641,4.604541779,25.42049599,53.71826935,75.67746735,99.33421326,0.132378131,0.194673732,0.21803458,20.82619476,10.15362358,5.779817104,0,14.44795609,1.373729825,0.037746534,220.586731,25.15806198,5.397754192,30.55581665,680.8110962,0,905.1593018,25684.00195,323.6999817,0,0,0,9.348232269,0.519999981,0.011422045,0,0
350,Hofgeismar,28,89.88000488,16.37000084,227.6600037,1866,4.646494389,-0.1868902,96.94082642,1.875154853,93.47081757,1.96273756,25.36553192,51.03945923,78.54999542,99.59798431,0.129415974,0.085359477,0.195500717,32.87441254,10.50004101,5.699473381,0,14.71335602,0.372722238,0.795665026,181.9133453,28.47932053,4.918032646,33.39735413,683.7894287,0,932.5234375,36316.99219,298.7100525,0,0,0,0.94170773,0.647058845,0.006254398,0,0
351,Homberg,28,89.06999969,16.40999985,242.0399933,1866,4.619905472,-3.086752892,97.42780304,2.140403032,94.08213806,2.249953985,24.47302437,53.00863266,71.34367371,99.74463654,0.092859134,0.20893304,0.18107532,19.41220093,9.977574348,5.773743629,0,14.61638641,0.290979624,0.346320361,221.2062378,22.4891777,4.36147213,26.85064888,676.3419189,0,865.5968018,21538.00586,321.7399597,0,0,0,0.357507646,0.477611929,0.003012139,0,0
352,Melsungen,28,89.24000549,16.65999985,228.5500031,1866,4.647662163,-1.717760801,96.06296539,3.245883703,93.86077881,1.285372257,25.95983505,53.44309998,74.1125412,99.65985107,0.101320781,0.155599788,0.159218386,22.48597717,10.22683811,5.728312492,0,14.86738491,0.553537428,0.169971675,177.5988312,27.72426987,5.59962225,33.32389069,679.7007446,0,895.1644287,27634.99219,307.4500122,0,0,0,0.488510966,0.609375,0.004895481,0,0
353,Rotenburg a. F.,28,89.01000214,16.97999954,223.0099945,1866,4.812897205,-3.008770227,95.82205963,3.174708128,92.84866333,0.159475103,27.57243729,53.36941528,75.7771759,99.43238068,0.178206056,0.227707744,0.254108638,16.19695091,10.31896877,5.719787121,0,15.11389732,0.7183249,1.221687198,211.2658539,21.96361732,7.85625124,29.81986618,678.5936279,0,885.3085938,30301.99414,304.8400269,0,0,0,0.897630513,0.597222209,0.00348675,0,0
354,Witzenhausen,28,89.61000061,17.20000076,200.1100006,1866,4.470267296,-2.088969946,97.29451752,1.384872437,92.98054504,4.063166142,26.13906479,52.58659744,77.68138123,99.61442566,0.128526449,0.115673803,0.244200259,32.32761383,10.3456707,5.62336731,0,15.41292095,0.216992155,2.078294277,186.8824005,34.04103088,5.571979046,39.61300659,685.3917236,0,947.5855713,31122.01367,276.8199463,0,0,0,0.774371803,0.587301612,0,0,0
355,Wolfhagen,28,89.58000183,16,246.4700012,1866,4.724936962,-1.780511379,83.48714447,2.785102129,93.79753113,0.937552273,26.17419434,53.2589035,80.9245224,98.4344101,0.230718523,0.201878697,1.223632097,34.48418045,10.09707832,5.768508434,0,14.33279991,0.485142499,0.681965768,192.7295837,24.32344627,4.275817394,28.59926605,682.9812012,0,925.0169067,24271.99023,320.0599976,0,0,0,13.72775269,0.638888896,0.002367536,0,0
356,Marburg,28,88.68000031,15.30999947,292.7200012,1866,4.738549232,-2.074752569,94.50075531,1.31145823,94.8194809,2.3741436,21.43267632,52.27023315,69.13370514,98.73295593,0.112336069,0.128010869,0.25863418,26.33105087,10.55263042,5.920237064,0,13.57690811,0.773930728,0.026346296,285.6103821,21.54073143,5.09010458,26.63083649,685.1968384,0,945.7406616,38277.99219,372.5,0,0,0,3.328282356,0.467391312,0.0017264,0,0
357,Frankenberg,28,89.12000275,15.36000061,280.1400146,1866,5.020495415,-3.666379929,96.55978394,2.615240812,92.04073334,1.646232605,26.1226387,53.21482849,78.38067627,99.09848785,0.23813574,0.153087258,1.343765974,25.59533882,10.06543636,5.876670837,0,13.68883228,1.714046836,0.102798402,174.2902527,18.76642036,3.323815107,22.09023476,678.3247681,0,882.9315796,23516.00195,356.6200256,0,0,0,0.569824755,0.666666687,0.003455485,0,0
358,Kirchhain,28,88.70999908,15.56999969,282.480011,1866,4.614457607,-4.344830513,53.50679779,3.884937286,93.73731232,3.833638906,23.90834618,53.39875793,83.27631378,99.38777161,0.112541638,0.112541638,0.198073283,30.93094444,10.00847816,5.893658638,0,13.81214714,0.792171478,0,167.0372314,20.25880814,5.709003925,25.96781158,681.0161133,0,907.0169678,22214.00391,362.72995,0,0,0,42.554245,0.461538464,0.005756887,0,0
359,Ziegenhain,28,88.45000458,13.14000034,378.9700012,1866,4.278346539,-2.764853239,96.63200378,2.837336302,95.5440979,1.253894687,19.27241516,53.17934799,73.96705627,99.65644836,0.110426053,0.141099975,0.174841255,19.63743401,10.39209843,6.121373653,0,11.62233067,0.250391245,0.294317424,209.8074951,19.8701973,4.875103951,24.7453022,676.9006958,0,870.4470825,32601.00586,455.4899597,0,0,0,0.447839022,0.488372087,0.001654561,0,0
360,Fulda,28,88.23000336,16.88999939,252.6399994,1866,4.799805641,-4.576467514,5.155705452,0.870151699,95.52430725,1.027478337,24.06520462,52.39797974,72.84542084,99.0016861,0.085441262,0.114671163,0.229342327,21.29286194,10.7026825,5.825675488,0,14.90204811,1.897142887,0,208.3710022,24.74475098,5.335357666,30.08011055,688.4639893,0,977.1497192,44475,338.8899841,0,0,0,93.97414398,0.558333337,0.007880594,1,0
361,Hersfeld,28,88.77999878,16.94999886,231.4199982,1866,4.804531097,-3.747236013,97.47612,1.103252411,92.27290344,1.46907115,26.75311279,52.65990067,73.94813538,99.38943481,0.136017412,0.139040023,0.196469605,19.45955658,10.40680504,5.752001286,0,15.04820919,0.402935684,0.132111311,195.265274,25.3653698,4.318387985,29.68375969,681.9495239,0,915.5227661,33084,314.8200684,0,0,0,1.169749737,0.57303369,0.005755506,0,0
362,Hunfeld,28,88.44000244,17.04999924,239.5099945,1866,4.881194115,-4.336973667,31.53538704,4.937214851,92.39789581,5.86220026,25.02853775,53.21265411,75.65638733,99.40476227,0.10600131,0.138617083,0.379158497,6.661774158,10.10757065,5.784224987,0,15.07901955,3.595368624,0.021369804,186.5258636,17.1172123,5.053958893,22.1711731,673.9632568,0,845.2501221,24528.00195,325.1299744,0,0,0,63.52332306,0.453333348,0.002218722,0,0
363,Hanau,28,87.48000336,15.56999969,324.3399963,1866,4.601435661,6.846182823,80.61400604,2.606395721,95.21848297,1.975628138,23.05486298,50.19168854,66.35163879,93.65192413,0.081728481,0.075784594,0.147111267,44.9075737,11.11685562,6.017960548,0,13.62063599,0.05394325,0.05420642,338.4655457,43.57925034,10.8223114,54.40155792,715.1681519,0,1276.250244,67295.96875,410.7400513,0,0,0,16.22978973,0.634146333,0.002814444,0,2.81E-05
364,Gelnhausen,28,87.62000275,16.04000092,303.7600098,1866,4.685989857,-1.011067748,63.84956741,2.471676111,92.85102844,1.218150496,26.73476028,51.12427902,82.18013,98.20016479,0.128913909,0.111560106,0.307410061,20.66093254,10.60502434,5.96765852,0,14.05424881,0.205289215,0.117494278,168.1815948,25.14377594,4.402943611,29.5467205,680.3404541,1,900.9092407,40336.99609,390.5900269,0,1,0,33.62173843,0.518518507,0.004516916,0,0
365,Schluchtern,28,87.87999725,16.62999916,275.0499878,1866,4.882193565,-3.613016844,68.12512207,3.60804534,91.840065,3.785929203,25.13877106,50.54528809,76.80728912,97.35192108,0.081629984,0.091425583,0.287337542,22.2686615,10.32960415,5.891948223,0,14.61444378,0.404926598,0.009069473,180.6752625,22.00253868,5.595864296,27.59840393,681.3695679,0,910.2285156,30625.98633,362.1100769,0,0,0,28.24071121,0.413043469,0,0,0
366,Schmalkalden,28,88.52999878,18.23999977,198.0500031,1866,4.362402916,1.450148821,98.46573639,1.051969409,94.21382904,2.731231689,26.16642761,51.50455856,85.22000122,98.77677917,0.076888129,0.185230494,0.339006752,20.23555756,10.26161671,5.656376362,0,16.14787102,0.665415466,1.825036407,184.8942566,53.7914505,6.520435333,60.31188202,683.7669067,0,932.3134155,28613.00781,286.1100159,0,0,0,0.227169454,0.526315808,0.003474877,0,0
367,Rinteln,28,91.08999634,15.85000038,245.0899963,1866,4.533203125,-0.978588402,98.26852417,0.966716945,93.61100769,0.56183821,25.23158264,51.69646835,70.00753784,98.60243225,0.072705731,0.078091338,0.210038781,26.42718697,10.52234173,5.692249775,0,14.43776512,0.233164176,3.836649656,231.8503113,34.28924561,5.384315014,39.6735611,691.8076782,0,1010.374939,37135.98438,296.5600586,0,0,0,0.751292586,0.478723407,0.004287705,0,0
368,Gersfeld,28,88.05999756,17.30999947,246.3200073,1866,4.426190376,0.441242665,37.82947922,2.38927722,96.84380341,1.017691255,24.23794174,52.46099854,75.65895844,98.58346558,0.094136633,0.192755967,0.421373487,11.94638729,10.01270103,5.811440468,0,15.24318504,4.13948822,0,143.0045013,17.40936279,3.546974897,20.95633507,676.9661255,0,871.0167847,22308.00977,334.1000366,0,0,0,59.7767601,0.444444448,0,0,0
369,Dillkreis (Dillenburg),29,88.55999756,14.47000027,326.8099976,1866,4.459504128,0.074183978,95.90864563,0.193875805,98.91641998,0.696038246,24.22022057,50.95227432,80.59246063,99.62080383,0.10264013,0.094086789,0.276558131,22.64355278,10.46521568,6.004948139,0,12.81463242,0,14.18939781,187.3838959,37.32912827,4.626708984,41.95583344,668.7496948,0,802.3115234,35074.01172,405.4299622,0,0,0,2.457660913,0.5,0,0,0
370,Oberwesterwald (Marienberg),29,88.40000153,13.87999916,352.5899963,1866,4.600764275,-2.785049915,63.52776337,0.976909399,98.17408752,0.259047031,27.00968361,51.89365768,82.0030899,99.91118622,0.065891251,0.051567063,0.286483705,8.027273178,10.46041393,6.06596899,0,12.2699194,0.398406386,6.880800247,125.8813705,21.63573074,4.1545825,25.79031372,658.2330933,0,722.2208252,34905.99609,430.9400635,0,0,0,35.47814178,0.517543852,0.00219703,0,0
371,Unterwesterwald (Montabaur),29,88.02999878,13.65999985,371.0700073,1866,4.483519554,0.28445375,14.186203,1.134587526,97.87824249,1.839566588,26.99469376,50.84418488,79.65074921,99.82054901,0.069464542,0.065605402,0.246985048,6.301977634,10.85562801,6.111888409,0,12.02489853,0,4.964921951,125.0706558,31.39053917,4.434250832,35.82478714,678.0584106,0,880.5829468,51825.00391,451.1899414,0,0,0,84.66762543,0.561538458,0,0,0
372,Oberlahnkreis (Weilburg),29,88.11000061,14.42000008,341.0799866,1866,4.696829796,-0.899914861,50.61269379,1.633855104,97.94615936,1.172541142,24.94609451,50.50049973,79.93618774,99.77385712,0.085900113,0.04032046,0.27172485,10.34132099,10.95156097,6.045810699,0,12.7054615,0,13.02739048,159.5721436,33.79360199,7.233428001,41.02703094,669.4917603,0,808.2873535,57043.01953,422.3399963,0,0,0,47.69910431,0.582417607,0.003812937,0,0
373,Unterlahnkreis (Diez),29,87.91000366,13.98999977,362.7200012,1866,4.616346359,2.901623487,69.93141937,1.927944779,98.65861511,1.617742181,24.94701958,49.64090347,73.22364807,99.47459412,0.066227116,0.0868311,0.23105903,27.13251305,11.12649822,6.096139908,0,12.29860973,0.02535497,7.852326393,224.4077454,33.70869827,8.54686451,42.25556183,679.2252808,0,890.918396,67948.01563,444.1400452,0,0,0,28.10384369,0.644628108,0.016220337,0,0
374,Rheingau-Kreis (Rudesheim),29,87.23000336,13.84000015,390.8299866,1866,4.299623489,2.786861181,26.65189171,0.949044704,98.63353729,0.333285391,25.45977783,49.75961304,73.25159454,98.28242493,0.058980182,0.087576628,0.723847628,31.90291595,10.9322319,6.163272858,0,12.07263279,0.068551846,2.919085741,257.4292297,28.76456451,10.60046291,39.36502457,702.1959839,0,1120.981445,55951.01953,474.980072,0,0,0,72.24893188,0.536231875,0.00980027,0,0
375,Stadtkreis Wiesbaden,29,87.44000244,14.38000011,365.0899963,1866,4.694742203,17.83280754,65.1001358,2.519040823,99.07484436,1.958233714,19.76304626,53.42736053,33.77997208,88.4174881,0.09590973,0.059238363,0.101551481,100,10.47587872,6.108047009,0,12.57387257,0,0.037293334,NA,30.79600716,15.65076828,46.44677353,688.9324951,0,981.7384644,35450.00781,449.4600525,0,0,0,30.6403389,0,0.028288543,0,0
376,Mainkreis (Wiesbaden),29,87.44000244,14.38000011,365.0899963,1866,4.432074547,4.60074234,53.32513428,2.232566357,98.05848694,2.421022892,25.26963043,49.4906044,69.89987183,95.84752655,0.075531356,0.073774815,0.223080978,30.42683983,10.94957733,6.108047009,0,12.57387257,0,0.414298445,247.770874,46.00766754,7.744983673,53.75265503,730.3791504,0,1485.923096,56929.97656,449.4600525,0,0,0,44.28421021,0.560000002,0.002865658,0,0
377,Obertaunus-Kreis (Homburg),29,87.66999817,15.03999996,334.8699951,1866,4.406806469,0.887703598,52.48767853,1.959932804,97.5822525,0.710906386,24.56902313,50.95447159,73.51824951,95.58165741,0.064198181,0.079303637,0.25868091,35.16738892,10.87731075,6.039230347,0,13.18556786,0,0.19697684,252.6210785,39.0913353,7.104012489,46.19535065,682.5168457,0,920.7315063,52960.98438,419.5699768,0,0,0,45.36167908,0.573170722,0.001872519,0,0
378,Untertaunus (Langenschwalb.),29,87.51999664,14.04999924,373.6799927,1866,4.456595898,-0.952831268,63.77351379,1.849995136,98.74624634,0.429128706,26.57309151,51.08851242,78.02444458,99.66342163,0.093096532,0.255418688,0.21961233,16.28711891,10.64284992,6.124836445,0,12.29655933,0,0.818670571,168.2546844,26.94281578,5.797898293,32.74071121,678.2044678,0,881.8699951,41891.98828,457.0699463,0,0,0,34.2571373,0.603960395,0.004805459,0,0
379,Frankfurt am Main,29,87.47000122,15.15999985,338.0100098,1866,5.077635765,16.47246552,64.43261719,9.486842155,98.71637726,0.997437835,17.33124161,50.97251511,41.78257751,74.21541595,0.063352779,0.055788271,0.206132933,86.08413696,11.56889915,6.049025536,0,13.26045227,0.222194791,0.10042458,20.5524826,33.79859161,24.1565609,57.9551506,705.8826294,1,1163.079224,105756.9844,423.6999512,1,1,0,25.1557827,0.5,0.096504398,0,0.001286725
380,Hinterlandkreis (Biedenkopf),29,88.86000061,14.89000034,303.6000061,1866,4.826987743,-2.972719669,97.92080688,1.556044459,97.64032745,3.908865929,26.28642082,53.10672379,84.65418243,99.5144043,0.099264897,0.112679079,0.203895479,13.80050468,10.52605152,5.942878246,0,13.23125362,1.960132837,4.387382507,152.6846466,26.53977203,3.184293985,29.72406769,757.7733154,0,1954.194092,37274.00781,381.0300598,0,0,0,0.389011115,0.666666687,0.001478328,0,0
381,Koblenz,30,87.88999939,13.24999905,389.75,1815,4.904084206,1.442946672,13.796422,1.616266966,97.53384399,1.646035552,20.08234978,47.77545929,59.71765518,99.06419373,0.085559204,0.077538036,0.327531338,53.45044327,11.22259998,6.152328491,0,11.64542389,0.015957871,1.611826658,451.0725403,29.77676773,11.49786186,41.27462769,712.6275024,0,1244.233643,74802.00781,469.8100586,0,0,0,84.52581787,0.463414639,0.029206675,0,0
382,Sankt Goar,30,87.54000092,13.44999981,393.6400146,1815,4.497888088,-0.136637643,17.65573883,1.102645278,96.19473267,1.116788268,26.49031639,50.86387253,78.82170105,99.7129364,0.077802226,0.067070886,0.233406663,28.54536629,10.52605152,6.164976597,0,11.77412987,1.090028286,1.285155535,198.4824371,21.54342842,6.903831005,28.447258,686.2263794,0,955.52771,37274.00781,475.7900085,0,0,0,81.22283936,0.594594598,0.017196165,0,0
383,Kreuznach,30,86.98999786,13.72999954,403.5899963,1815,4.546005249,1.69346869,54.37955856,2.606506348,96.27365875,1.271894574,24.18587875,51.45710754,73.82797241,98.13562775,0.069111913,0.044429086,0.139869347,31.33731461,11.01486778,6.191195965,0,11.94372654,0.359359682,0.674070954,279.4807129,31.86993599,10.00977898,41.87971497,688.8721313,0,981.1460571,60770.98828,488.4299011,0,0,0,42.82141113,0.433734953,0.007180555,0,0
384,Simmern,30,87.94999695,13.39000034,383.0700073,1815,4.667933464,-4.5576334,59.49580002,1.549647689,97.28215027,1.36280477,24.81120682,51.47525024,75.54532623,99.9298172,0.078605317,0.044917323,0.123522639,10.62575436,10.48069096,6.137964725,0,11.77650452,3.162174463,0.879538417,157.9299164,23.84604454,3.708133936,27.55417824,679.9284668,0,897.2052612,35621.01172,463.1100464,0,0,0,38.92366791,0.528301895,0.001752019,0,0
385,Zell,30,87.30999756,12.54000092,433.230011,1815,4.28866291,-0.777679265,32.06600189,1.003781319,97.33171844,1.59645021,24.85046387,51.29253769,83.14540863,99.80405426,0.055001717,0.055001717,0.233757317,13.84324551,10.2781496,6.243603706,0,10.9486742,0.109190173,0.133166879,168.72052,19.19267654,4.461090088,23.65376663,681.729126,0,913.5072021,29089.99609,514.710022,0,0,0,66.9130249,0.481481493,0.002689546,0,0
386,Kochem,30,87.51999664,12.51000023,427.7600098,1815,4.520695686,-1.889502048,0.375993818,1.472403169,96.36450195,2.323322535,26.12439346,51.50540924,81.90637207,99.95407104,0.100456364,0.071754538,0.229614526,7.100829601,10.45855045,6.230934143,0,10.94875145,1.064418077,0.012586532,162.5835419,18.24417877,4.342353821,22.58653259,683.458374,0,929.4414063,34841.01172,508.230011,0,0,0,98.12290192,0.676056325,0.005975262,0,0
387,Mayen,30,87.84000397,12.61000061,414.4899902,1815,4.624490261,-2.737825632,1.167242169,1.831556797,95.28910065,0.476249218,23.95098305,50.23833084,76.21040344,99.61717987,0.090076566,0.155757397,0.795676291,20.47177696,10.88346672,6.201623917,0,11.07662487,0.214792684,0.098659873,223.8071136,32.40565491,5.307078838,37.71273422,684.8121948,0,942.1099243,53288.01563,493.5498657,0,0,0,96.94302368,0.576923072,0.003471137,0,0
388,Adenau,30,87.94000244,12.10000038,430.7399902,1815,4.505695343,-5.285746574,0.257572144,0.071547821,94.04918671,2.312435865,25.74290276,50.91819763,79.02694702,99.99523163,0.147865489,0.08108753,0.276651561,0,9.950609207,6.231150627,0,10.64074039,2.104233027,0.093830638,88.05477905,15.78700352,3.542106628,19.3291111,679.5275269,0,893.6152344,20964.99023,508.3400574,0,0,0,99.67088318,0.588785052,0,0,0
389,Ahrweiler,30,88.22000122,12.43000031,411.1400146,1815,4.571020603,-1.126073122,2.506764889,1.534389973,93.95459747,1.775934935,23.98227692,51.44369507,76.01772308,99.66695404,0.092182346,0.098129593,0.246810794,25.56127167,10.42314434,6.189762115,0,10.96574688,1.107501507,0.06395907,224.0926971,23.23632813,9.625839233,32.86216736,685.2644653,0,946.3804321,33629.00781,487.730072,0,0,0,95.94397736,0.641509414,0.002694401,0,0
390,Neuwied,30,88.02000427,13.03999996,394,1815,4.722576141,0.704402149,36.34337234,1.978179812,94.97570038,1.375577211,24.41856956,50.76692581,72.77326965,99.01457214,0.073320232,0.171569347,0.218494311,16.93404198,11.13011169,6.158947468,0,11.47780895,1.213083982,4.729708195,230.0746918,30.48713875,6.790302753,37.27743912,686.8223877,0,961.2397461,68193.99219,472.9300537,0,0,0,61.07281876,0.607142866,0.003223623,0,0
391,Altenkirchen,30,88.47000122,13.3399992,370.8399963,1815,5.33318615,5.399209499,52.2412796,0.449498683,98.13388062,2.105500221,26.41063881,48.68671799,70.9151535,99.75350189,0.066285521,0.068356946,0.128428206,0,10.7846899,6.104056358,0,11.801898,1.449040771,27.64758682,185.301239,43.85538101,5.946130753,49.80150986,690.3435059,0,995.6890869,48276.00391,447.6700134,0,0,0,47.19115067,0.600000024,0,0,0
392,Wetzlar,30,88.23999786,14.8399992,322.4700012,1815,4.938750744,0.102525242,93.99728394,1.563021898,98.0324173,3.222231865,23.64571571,50.14806366,80.27965546,99.56359863,0.077928439,0.08683455,0.158083409,17.40921402,10.71248245,6.001316071,0,13.09481525,0.194307923,11.63298702,247.4026489,34.53155136,4.96996212,39.50151443,689.3959351,1,986.2988281,44912.99609,403.960083,0,1,0,3.333110809,0.682926834,0.003773585,0,7.55E-05
393,Meisenheim,30,86.76000214,13.38000011,423.7099915,1815,4.91821146,-0.412189037,82.63858032,2.786400557,95.18457794,1.704761982,22.39467812,51.01256561,79.44567871,98.15964508,0.051736876,0.088691801,0.243902445,13.44419765,9.512664795,6.231936932,0,11.60848808,0.859542906,0.017226528,205.4078064,19.58656311,3.686477184,23.27304077,684.7977295,0,941.9736328,13530.00098,508.7399292,0,0,0,14.47893524,0.639999986,0,0,0
394,Kleve,31,90.38999939,10.71000004,446.1600037,1614,4.953299046,-2.629098415,11.30121899,1.056463957,89.34355164,0.508885086,22.66557312,51.05751801,62.30612564,96.62226105,0.113643542,0.048403729,0.311467469,27.79847145,10.7688427,6.220868587,0,9.68076992,6.033934116,0,323.3599548,26.71602058,6.334629536,33.05065155,705.1815796,0,1154.953979,47516.99219,503.1400757,0,0,0,87.50973511,0.595744669,0.009840582,0,7.87E-05
395,Rees,31,90.34000397,11.15999985,428.5599976,1614,5.280032635,-2.031842232,33.51906204,1.083423615,92.54585266,1.342759252,22.64355469,47.89764404,62.64768219,97.61474609,0.108342364,0.072228238,0.251079112,53.27348709,10.97076416,6.186990261,0,10.08194351,6.181519508,0.720078528,348.9202881,28.72677231,9.88835144,38.61512375,719.3815308,1,1331.172363,58149.01172,486.3800354,0,1,1,65.33732605,0.636363626,0.003818033,1,0.000162266
396,Stadtkreis Krefeld,31,89.6000061,11.44999981,423.2399902,1702,4.713189125,6.101707458,24.17301559,1.900008678,91.66724396,1.846766472,23.47780418,52.1985817,65.63348389,99.10865784,0.150599778,0.066544086,0.269678652,100,10.95264721,6.190397263,0,10.25920105,0,0,NA,63.27215576,12.52985764,75.80201721,736.2231445,0,1575.3479,57105.01563,488.0399475,0,0,0,72.33867645,1,0.048169557,0,0
397,Landkreis Krefeld,31,89.6000061,11.44999981,423.2399902,1702,5.203867435,3.259638309,2.353399277,1.125384808,90.82191467,1.571508288,23.88434792,50.07608414,63.35066986,98.52072144,0.08139576,0.056623138,0.219414666,11.03797245,10.24909687,6.190397263,0,10.25920105,1.134247541,0.013851374,258.253418,50.92457962,6.316226959,57.24080658,714.0519409,0,1262.08374,28257.00977,488.0399475,0,0,0,96.43981934,0.5,0,0,0
398,Stadt Duisburg,31,89.78000641,11.81999969,406.8699951,1666,4.872027874,18.54253197,49.58242035,0.828611672,94.34633636,0.540074408,27.83545494,47.32912064,47.69921112,96.81000519,0.072053194,0.055677462,0.144106388,100,10.32656288,6.154072285,0,10.6119957,0.128907502,9.437234879,NA,58.6277771,15.15482521,73.78260803,748.8393555,1,1787.178833,30532.98633,470.6300354,0,1,1,49.13700104,1,0.133262262,1,0
399,Mulheim a. d. Ruhr,31,89.76000214,12.01000023,399.6499939,1815,5.21308136,10.47396755,60.66079712,0.837680697,93.13741302,1.789730072,29.74046707,47.50098419,53.71347046,98.73413086,0.078532562,0.052355044,0.190721944,22.58933067,11.58022881,6.139431953,0,10.78017616,0,23.87055779,284.5947266,57.86764526,12.87656593,70.74420929,722.270813,0,1370.194702,106961.9922,463.7900391,0,0,0,38.32575989,0.527777791,0.002319056,0,3.48E-05
400,Stadtkreis Essen,31,89.81000519,12.23999977,389.9500122,1802,5.071175575,26.58311653,32.19963837,1.615126252,95.0837326,1.236471891,26.99512863,44.02190018,33.23044586,98.6236496,0.083474077,0.058237724,0.091239102,100,10.84958935,6.11800909,0,10.99274445,0,34.95682907,NA,66.22094727,12.99534988,79.21629333,735.4820557,0,1563.716431,51512.99219,453.9599915,0,0,0,65.88433838,1,0.114025086,1,0.003420752
401,Landkreis Essen,31,89.81000519,12.23999977,389.9500122,1802,5.23852253,20.5655632,22.0442276,0.363971591,93.70080566,0,27.75522804,44.4057312,42.74032593,98.88652802,0.058666475,0.04070735,0.152053922,18.02856636,11.33287716,6.11800909,0,10.99274445,0.487854809,47.60276413,260.2601318,67.8440094,5.618925095,73.4629364,726.1294556,0,1424.098877,83522.98438,453.9599915,0,0,0,77.57144928,0.606060624,0,0,0
402,Mors,31,89.81000519,11.57999992,415.8399963,1702,5.14018774,-1.909654737,46.58442688,0.9079476,89.90757751,0.838564813,24.80402374,50.33854294,63.6924324,99.61579895,0.098203056,0.117154524,0.294609159,18.5638237,10.96893978,6.171783924,0,10.39999771,3.457095623,4.358743668,277.5882568,30.79604149,7.649351597,38.44539642,713.3723145,0,1253.5354,58043.02344,479.039917,0,0,0,52.36979675,0.491803288,0.005312179,1,0
403,Geldern,31,89.9200058,11.03999996,436.3099976,1713,5.065798759,0.43551898,4.647474289,0.469766319,87.99875641,0.951376915,21.92443657,49.58042145,67.29101563,96.78591156,0.08632458,0.056211352,0.309162438,10.23046684,10.81601143,6.210299015,0,9.927168846,4.182054996,0.012429051,238.5723419,37.60202408,5.058623791,42.66064453,707.5808716,0,1182.999878,49812.01172,497.8500977,0,0,0,94.87874603,0.464285702,0,0,0
